Property Name,Price,Beds,Baths,Sqft,Home Type,URL of Property,Combined List of Amenities and List of Features
"VILLA FOR SALE IN CLUB VILLAS AT DUBAI HILLS, DUBAI HILLS ESTATE","12,200,000 AED",4 Bedrooms + Maid,5 Bathrooms,"3,360 sqft / 312 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-dubai-hills-estate-club-villas-at-dubai-hills.html,"['Maids Room', 'Balcony', 'Private Pool', 'Shared Pool', 'Covered Parking', 'Built in Wardrobes', ""Children's Pool"", 'Private Pool', 'Sunken Garden', 'Upgraded Kitchen with German Appliances', 'Upgraded Bathrooms', 'Prime location', 'Roof Terrace', 'Corner Unit', 'Close to Amenities', 'Golf Course View']"
Sidra Villas I,"12,000,000 AED",4,4,"3,800 sqft / 353 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-dubai-hills-estate-sidra-villas-sidra-villas-i.html,"['Community Expert', 'Pool', 'Extended', 'Large Plot', 'Maids Room', 'Balcony', 'Private Pool', 'Shared Pool', 'Covered Parking', 'Built in Wardrobes', 'Shared Gym', 'Type E3 Extended', 'Private Overflow Pool', 'Upgraded Kitchen with German Appliances', 'Partial Green Belt', 'Upgraded Flooring', 'Maids Room with Own Entrance', 'BBQ Area', 'Shutters in Master Bedroom', 'Covered Electric Garage']"
Rasha,"7,500,000 AED",4,5,"4,354 sqft / 404 sqm",Villa,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-arabian-ranches-2-rasha-11763726.html,"['Maids Room', 'Balcony', 'Private Garden', 'Shared Pool', 'Built in Wardrobes', 'Shared Gym', 'Type 2, double height ceiling', '1-bedroom ensuite downstairs, and 3-bedrooms upstairs', '1 Loggias, 2 Balconies', 'Closed Kitchen', 'Living, dining, and family room upstairs', 'Built-in Store', 'Powder Room', 'Big garden', 'Best Location', 'Close to park', 'Close to entrance', 'Built-in Closets', 'Classic Design, white fitting', 'Vacant November 24']"
Lila,"6,600,000 AED",5,5,"3,839 sqft",Villa,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-arabian-ranches-2-lila-11742450.html,"['Maids Room', 'Private Garden', 'Shared Pool', 'Covered Parking', 'Built in Wardrobes', ""Children's Pool"", 'Community Expert | Well Maintained | Vacant', 'Big plot', 'Type 5', 'Best Location', 'Closed Kitchen', 'Built in Closet', 'Classic Design']"
"VILLA FOR SALE IN PORTOFINO, DAMAC LAGOONS","2,140,000 AED",4,5,"1,550 sqft / 144 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-damac-lagoons-portofino.html,"['Central A/C', 'Balcony', 'Shared Pool', 'Security', 'Concierge', 'Covered Parking', 'Shared Gym', ""Children's Play Area"", 'Water Park', 'Regional Mall', 'Water cinema', 'Lagoons & Waterfalls', 'Sandy Beaches', 'Retail Outlets', 'Shopping Malls', 'Waterside Clubhouse', 'Cafes and Retail Promenade']"
"VILLA FOR SALE IN BUNGALOWS AREA, GREEN COMMUNITY WEST","5,850,000 AED",4,3,"4,347 sqft / 404 sqm",Villa,https://www.propertyfinder.ae/to/11729226/en,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Single Row', 'Quiet Location', 'Vacant on Transfer']"
Plagette 32,"11,500,000 AED",5,5,"5,263 sqft / 489 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-tilal-al-ghaf-plagette-32.html,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Shared Gym', 'Membership to Plagette Beach Club', 'Private Elevator', 'Double Height Ceilings', 'Exquisite Finishes Throughout', 'Anticipated Handover November 2026']"
"VILLA FOR SALE IN DISTRICT ONE WEST PHASE I, DISTRICT ONE","15,800,000 AED",5,7,"8,439 sqft / 784 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-mohammed-bin-rashid-city-district-one-district-one-west-phase-i.html,"['Maids Room', 'Central A/C', 'Balcony', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', '5 En-suite bedrooms', 'Kitchen with appliances by Mele, built-in cabinetry, granite countertops', 'Laundry room', '2 Storage room', 'Maids room', 'Driver’s room', 'Private swimming pool', 'Lovely Private Gardens', '4 Covered parking spaces and 4 Outside', 'Direct Access to Community Park', 'Access to crystal Lagoon', 'Crystal Lagoon', 'Bicycle Track', 'Beachfront', 'Running Park', 'Kids Play Area', 'Parks', 'Nearby School', 'Supermarket', 'Nursery']"
Caya,"5,800,000 AED",4,5,"4,822 sqft / 448 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-arabian-ranches-3-caya.html,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Shared Spa', 'Security', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances', 'Shared Gym', ""Children's Pool"", ""Children's Play Area""]"
"VILLA FOR SALE IN THE PULSE BEACHFRONT, THE PULSE","3,500,000 AED",4,5,"3,298 sqft / 306 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-dubai-south-dubai-world-central-the-pulse-the-pulse-beachfront-the-pulse,"['Maids Room', 'Study', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Shared Spa', 'Security', 'Concierge', 'Maid Service', 'Covered Parking', 'Built in Wardrobes', 'Kitchen Appliances', 'Pets Allowed', 'Shared Gym', ""Children's Pool"", ""Children's Play Area"", 'Barbecue Area', 'Large Plot', 'Corner Unit', 'Post Handover PP', 'Rooftop Terrace', 'Beach Access', 'Space for Private Pool', 'Gated Community', 'Maid Room', 'Laundry Room', 'Gym', 'Swimming Pool', '24/7 Security']"
Sidra Villas III,"9,500,000 AED",4,4,"3,523 sqft",Villa,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-dubai-hills-estate-sidra-villas-sidra-villas-iii-11677570.html,"['Maids Room', 'Study', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances', 'View of Landmark', 'Pets Allowed', 'Shared Gym', ""Children's Play Area"", 'Barbecue Area', 'Large Corner Plot I Park Backing I Sidra 3', 'Corner Villa', 'Huge Plot', 'Backing the Park', '3,523 Sq.ft BUA', '6,085 Sq.ft PLOT', 'Extra features mentioned in the property description']"
"VILLA FOR SALE IN MEDITERRANEAN VILLAS, JUMEIRAH VILLAGE TRIANGLE","5,250,000 AED",2,3,"2,690 sqft",Villa,https://www.propertyfinder.ae/to/11714082/en,"['Fully Upgraded', 'District 9', 'Turn Key', 'Exclusive', 'Maids Room', 'Balcony', 'Private Garden', 'Private Pool', 'Security', 'Covered Parking', 'New Kitchen', 'Flooring and Bathrooms', 'Large Private Pool', '2 Bedroom Independent Villa', 'Mediterranean Style', 'BUA 2,690 sq.ft', 'Plot 7,000 sq.ft', 'Vacant Soon']"
"VILLA FOR SALE IN MEDITERRANEAN VILLAS, JUMEIRAH VILLAGE TRIANGLE","5,000,000 AED",2,3,"2,690 sqft",Villa,https://www.propertyfinder.ae/to/11723517/en,"['Maids Room', 'Study', 'Balcony', 'Private Garden', 'Covered Parking', 'Away from Cables', 'Corner Plot', 'District 8', 'Close to Park', 'Multiple Options Available', 'Community Specialist', 'Prime Location', 'Mediterranean Villa']"
"VILLA FOR SALE IN SPRINGS 9, THE SPRINGS","3,200,000 AED",2,3,"1,650 sqft / 153 sqm",Villa,https://www.propertyfinder.ae/to/11763998/en,"['Central A/C', 'Balcony', 'Shared Pool', 'Built in Wardrobes', ""Children's Play Area"", 'Exclusive Fully Upgraded Away from Road', 'Opposite communal park', 'Walking distance to the big lake', 'Quiet and peaceful location', 'Fully upgraded kitchen', 'Fully upgraded bathrooms', 'Upgraded flooring', 'Upgraded MEP', 'Open plan living space', 'Spacious garden', '4M', 'Study', 'BUA: Approximately 1650 sqft', 'Plot: Approximately 1900 sqft', 'Back-to-Back', 'High Yield', 'Tenanted']"
"VILLA FOR SALE IN REGIONAL, JUMEIRAH PARK","9,995,000 AED",5,5,"4,689 sqft / 436 sqm",Villa,https://www.propertyfinder.ae/to/11674585/en,"['LARGE PLOT', 'VACANT NOW', 'CALL EMMA TO VIEW']"
Rasha,"7,500,000 AED",4 Bedrooms,4 Bathrooms,"4,354 sqft / 404 sqm",Villa,https://www.propertyfinder.ae/to/11763726/en,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Built in Wardrobes', 'Walk-in Closet', 'Pets Allowed', 'Shared Gym', 'Exclusive | Double Height Ceiling | Type2']"
"VILLA FOR SALE IN MEDITERRANEAN VILLAS, JUMEIRAH VILLAGE TRIANGLE","4,900,000 AED",2,2,"2,690 sqft",Villa,https://www.propertyfinder.ae/to/11727673/en,"['Amenities: Central A/C, Private Garden, Shared Pool, Security, Covered Parking', 'Features: Exclusive with haus & haus, Mediterranean Style, Corner Plot, 2,690 sq.ft BUA, 7,306 sq.ft Plot, Currently Rented']"
"VILLA FOR SALE IN TILAL AL FURJAN, AL FURJAN","6,500,000 AED",4,5,"6,312 sqft",Villa,https://www.propertyfinder.ae/to/11718783/en,"['Central A/C', 'Private Garden', 'Built in Wardrobes', 'Kitchen Appliances', 'Barbecue Area', 'Luxury', 'Contemporary', 'Type 4B-D', 'Prime Location']"
VILLA FOR SALE IN JUMEIRAH PARK HOMES,"9,500,000 AED",5 Bedrooms + Maid,7 Bathrooms,"6,039 sqft / 561 sqm",Villa,https://www.propertyfinder.ae/to/11671146/en,"['Prime Location', 'Ensuite Bedrooms', 'Custom Built', 'Maids Room', 'Study', 'Balcony', 'Private Garden', 'Private Pool', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances']"
"VILLA FOR SALE IN NADD AL HAMMAR VILLAS, NADD AL HAMMAR","12,600,000 AED",6,6,"10,000 sqft / 929 sqm",Villa,https://www.propertyfinder.ae/to/11731226/en,"['Maids Room', 'Study', 'Balcony', 'Private Garden', 'Private Pool', 'Private Gym', 'Private Jacuzzi', 'Shared Pool', 'Shared Spa', 'Security', 'Concierge', 'Maid Service', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances', 'View of Water', 'View of Landmark', 'Pets Allowed', 'Shared Gym', 'Lobby in Building', ""Children's Pool"", 'Barbecue Area', 'Vastu-compliant', 'Poggenpohl Kitchen', 'Elevator', 'Integral vacuum system', '2 downstairs guest suites', '4 upstairs bedroom suites', 'Vaulted ceiling to entrance', 'Gallery with glass balustrades', 'Electric gates and shaded parking', 'Engineered wooden flooring', 'Generous majlis']"
"VILLA FOR SALE IN NIMA, THE VALLEY","2,400,000 AED",3,4,"1,822 sqft / 169 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-the-valley-nima.html,"['Built in Wardrobes', 'Kitchen Appliances', ""Children's Pool"", ""Children's Play Area"", 'Barbecue Area', 'Roof Terrace', 'Storage Room', 'Covered Parking']"
"VILLA FOR SALE IN MEDITERRANEAN VILLAS, JUMEIRAH VILLAGE TRIANGLE","4,950,000 AED",2 Bedrooms + Maid,2 Bathrooms,"2,690 sqft / 250 sqm",Villa,https://www.propertyfinder.ae/to/11623232/en,"['Maids Room', 'Study', 'Central A/C', 'Balcony', 'Private Garden', 'Private Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Large Corner Plot', 'Upgraded Kitchen and Bathrooms', 'Vacant on Transfer', 'Fully Landscaped Garden', 'Walking distance to Sunmarke School']"
"VILLA FOR SALE IN ARABIAN VILLAS, JUMEIRAH VILLAGE TRIANGLE","6,950,000 AED",5,5,"3,980 sqft / 370 sqm",Villa,https://www.propertyfinder.ae/to/11630864/en,"['Maids Room', 'Study', 'Balcony', 'Private Garden', 'Security', 'Covered Parking', '5 Bedroom Villa', '1 Bedroom Downstairs', 'Immaculate Condition', 'Central Location', 'Away from Wires', 'Vacant on Transfer', 'Close to Park', 'BUA 3,980 sq.ft approx', 'Plot 7,070 sq.ft', 'Spacious kitchen area', 'Large living and dining space', 'Ideally situated centrally', 'Close to the park']"
Arabian Villas,"6,950,000 AED",5,5,"7,070 sqft / 657 sqm",Villa,https://www.propertyfinder.ae/to/11593668/en,"['5 BEDROOM', 'EXTENDED', 'UPGARDED', 'VACANT', 'Independent Villa', 'Huge 7070 plot', 'Close to school', 'Close to park', 'Scope to Extend further', '5 Bedroom + Maid + Study', 'Well Maintained', 'Landscaped Garden', ""Ground floor with modern living area, upgraded kitchen, extended dining room, powder room & maid's room"", 'First floor with four double bedrooms, study, and huge outdoor terrace']"
Flora,"10,500,000 AED",5,7+,"5,500 sqft / 511 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-damac-hills-flora.html,"['Maids Room', 'Study', 'Central A/C', 'Balcony', 'Private Garden', 'Private Pool', 'Private Gym', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances', 'View of Water', 'View of Landmark', 'Pets Allowed', 'Shared Gym', ""Children's Pool"", ""Children's Play Area"", 'Barbecue Area']"
"VILLA FOR SALE IN THE CENTRO, THE VILLA","9,500,000 AED",6,6,"7,114 sqft / 661 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-the-villa-the-centro.html,"['Maids Room', 'Central A/C', 'Balcony', 'Kitchen Appliances']"
"VILLA FOR SALE IN AL REEM 1, AL REEM","4,700,000 AED",3,3,"2,292 sqft / 213 sqm",Villa,https://www.propertyfinder.ae/to/11680886/en,"['Study', 'Central A/C', 'Balcony', 'Kitchen Appliances', 'Fully Upgraded', 'Renovated bathrooms', 'Hardwood flooring', 'Landscaped garden', 'Swimming Pool', 'Close to the lake', 'Vacant on Transfer']"
"VILLA FOR SALE IN SPRINGS 2, THE SPRINGS","5,050,000 AED",3,4,"2,693 sqft",Villa,https://www.propertyfinder.ae/en/buy/villa-for-sale-dubai-the-springs-springs-2-11606750.html,"['Maids Room', 'Study', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances', 'Pets Allowed']"
"VILLA FOR SALE IN GARDEN HALL, MEDITERRANEAN CLUSTERS","20,999,990 AED",4,5,"5,350 sqft / 497 sqm",Villa,https://www.propertyfinder.ae/to/11540032/en,"['Balcony', 'Built in Wardrobes', 'Kitchen Appliances', ""Children's Play Area"", 'Lake and Skyline View', 'Garden Area', 'Spacious', 'Large Terrace with Lake & Skyline View', 'Private Pool', 'Landscaped Garden', 'Covered parking Space', 'Well established Cluster in the secure and gated community']"
Luxury Villa | Type 1C | Handover Q4 2025,"9,000,000 AED",5 Bedrooms + Maid,6 Bathrooms,"7,372 sqft / 685 sqm",Villa,https://www.propertyfinder.ae/to/11710297/en,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Kitchen Appliances', 'Pets Allowed', 'Shared Gym', ""Children's Play Area"", '5 Bedrooms + Maid', '6 Bathrooms', 'Large open living and dining area', 'Closed Kitchen', 'Maid Room with Washroom Attached', 'Powder Room', 'Covered Garage for 2 cars', 'Built Up Area: 4,748 sq ft', 'Plot Area: 7,372.31 sq ft', 'Handover Q4 2025', 'Swimming pools and a kidsʼ pool', 'Kidsʼ play area', 'Sports courts', 'Jebel Ali Recreation Club and Club House', 'Large community park', 'Close to The Winchester School', 'Direct access to Sheikh Zayed Road', 'Every home has a garden and low-level fencing, bringing openness and a sense of communal outdoor living. Within walking distance to grocery stores, restaurants, and boutiques.']"
"VILLA FOR SALE IN BUNGALOWS AREA, GREEN COMMUNITY WEST","4,950,000 AED",4,5,"4,347 sqft / 404 sqm",Villa,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-green-community-green-community-west-bungalows-area-11588310.html,"['Maids Room', 'Central A/C', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Bungalow villa', '4 Bedroom All En-suite', 'BUA 4,347 sq.ft', 'Plot 9,269 sq.ft', 'Single Row', 'Cul De Sac Location', 'Established Community']"
Arabian Villas,"4,500,000 AED",2 Bedrooms + Maid,3 Bathrooms,"2,690 sqft / 250 sqm",Villa,https://www.propertyfinder.ae/to/11694435/en,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Scope to extend', 'Independent villa', 'Central location', 'BUA 2,690 sq.ft', 'Plot 7,300+ sq.ft', 'Away from cables', 'Close to park']"
"VILLA FOR SALE IN MEDITERRANEAN VILLAS, JUMEIRAH VILLAGE TRIANGLE","4,800,000 AED",2 Bedrooms + Maid,3 Bathrooms,"2,690 sqft / 250 sqm",Villa,https://www.propertyfinder.ae/to/11677484/en,"['Exclusive', 'Vacant on Transfer', 'Central Location', 'Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Security', 'Covered Parking', 'Built in Wardrobes']"
"VILLA FOR SALE IN CLUSTER 30, JUMEIRAH ISLANDS","25,000,000 AED",4,5,"10,853 sqft / 1,008 sqm",Villa,https://www.propertyfinder.ae/to/11703619/en,"['Vacant', 'Unfurnished', 'Brand New', 'Central A/C', 'Balcony', 'Security', 'Concierge', 'Covered Parking', 'Built in Wardrobes', ""Children's Play Area"", 'Barbecue Area', 'Maids room', 'Private pool', 'BBQ area', 'Skyline views']"
"VILLA FOR SALE IN JOY, ARABIAN RANCHES 3","2,600,000 AED",3,4,"1,990 sqft / 185 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-arabian-ranches-3-joy.html,"['Maids Room', 'Balcony', 'Shared Pool', 'Covered Parking', 'Built in Wardrobes', 'Shared Gym', '3 bedrooms + maids', 'Great Location', 'Handed over key in hand', 'Brand new', '2 Car Parking Space', 'Open Kitchen', 'Built in Closets', 'Exclusive to Jade and Co', 'Location: JOY, a gated community in Arabian Ranches III', 'Community amenities: Clubhouse, Splash Park, Outdoor Cinema, Badminton Courts, Adventure Park, Basketball Court', 'Jade Morris (BRN 27320) - contact for viewing schedules and queries']"
"VILLA FOR SALE IN MEADOWS 8, MEADOWS","8,600,000 AED",5,5,"3,805 sqft / 353 sqm",Villa,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-meadows-meadows-8-11681205.html,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet']"
"VILLA FOR SALE IN SPRINGS 5, THE SPRINGS","6,200,000 AED",3,4,"2,700 sqft / 251 sqm",Villa,https://www.propertyfinder.ae/to/11690463/en,"['Maids Room', 'Study', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances', 'Exclusive Type 2E', 'Additional family area upstairs', 'Plot: 4,228 sq.ft', 'Unique design', 'Open plan living', 'Fully upgraded + extended', 'Brand new AC units throughout', 'Beautifully located opposite the lake']"
"Villa for sale in Mira 3, Mira","2,950,000 AED",3,4,"2,615 sqft / 243 sqm",Villa,https://www.propertyfinder.ae/to/11730177/en,"SINGLE ROW, 1M, FACING POOL AND PARK"
Legacy Villa in Jumeirah Park,"6,350,000 AED",3,4,"3,063 sqft",Villa,https://www.propertyfinder.ae/en/plp/buy/villa-for-sale-dubai-jumeirah-park-legacy-11725340.html,"['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Security', 'Covered Parking', 'Built-in Wardrobes', 'Immaculate Condition', 'Next to School and Community Centre', 'District 5', 'Close to Community Park', 'Vacant on Transfer']"
"VILLA FOR SALE IN LEGACY NOVA VILLAS, JUMEIRAH PARK","6,400,000 AED",4 Bedrooms + Maid,4 Bathrooms,"4,154 sqft / 386 sqm",Villa,https://www.propertyfinder.ae/to/11678774/en,"['Maids Room', 'Study', 'Balcony', 'Private Garden', 'Concierge', 'Covered Parking', 'New Listing', 'Priced to Sell', 'Legacy Nova', 'Roof Terrace', 'Large open plan living area downstairs', '4 spacious bedrooms on the first floor', 'Rooftop terrace accessible from top floor', 'Spacious garden area']"
"VILLA FOR SALE IN HARMONY, TILAL AL GHAF","9,600,000 AED",5,6,"4,416 sqft / 410 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-tilal-al-ghaf-harmony.html,"['Brand New', 'Ready', 'Fully Upgraded', '5BR', ""Magnificent peninsula kitchen that's ideal for cooking your dinners"", 'Fully Marble upgrades', 'Home automation', '5 Bedrooms + Garden Suite', 'Hallway', 'Laundry Room', 'Sitting Room', 'Family Room', ""Maid's Room"", 'Gigantic rear garden', 'Monumental deck', '2 car parking allocation', 'Garage', 'Community Swimming Pool', ""Children's Pool""]"
"VILLA FOR SALE IN GARDEN HALL, ISLAMIC CLUSTERS","25,000,000 AED",4,5,"5,447 sqft / 506 sqm",Villa,https://www.propertyfinder.ae/to/11698690/en,"['Fully upgraded', 'Lake views', 'Vacant', 'Custom', 'Maids Room', 'Balcony', 'Private Pool', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Pets Allowed', 'Garden Hall', '4 Bedrooms', '5 Bathrooms', 'Maids quarters (Laundry room, front and back kitchen)', 'Miele appliances', 'Smart home', 'BUA: 5,447 sqft', 'Plot: 11,367 sqft', 'Sunken area', 'Fire place', 'Next to clubhouse', '24/7 Security', 'Beautiful neighbourhood with lakeside views', 'Easy access to swimming pools, jogging tracks, and manicured lawns', 'Close to the city center']"
"Villa for sale in Esmeralda, Victory Heights","23,000,000 AED",6,7,"8,184 sqft / 760 sqm",Villa,https://www.propertyfinder.ae/en/buy/dubai/villas-for-sale-dubai-sports-city-victory-heights-esmeralda.html,"['Maids Room', 'Study', 'Central A/C', 'Balcony', 'Private Garden', 'Shared Pool', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Kitchen Appliances', 'Pets Allowed', 'Shared Gym', 'Type A', 'Golf Course View', 'Huge Plot', 'Massive Potential', 'Vacant']"
